set_id,quiz_id,difficulty,difficulty_number,country_filename,country_name,flag_image_path,image,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_option
Set_33,98,intermediate,intermediate33,kazakhstan,Kazakhstan,Set_33_098_(kazakhstan).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_33_098_(kazakhstan).png,Which country does this flag belong to?,Kazakhstan,Greenland,Ireland,Slovakia,Kazakhstan,A
Set_33,99,high,high33,guadeloupe,Guadeloupe,Set_33_099_(guadeloupe).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_33_099_(guadeloupe).png,Which country does this flag belong to?,Trinidad and Tobago,Guadeloupe,Senegal,Japan,Guadeloupe,B
Set_34,100,beginner,beginner34,india,India,Set_34_100_(india).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_34_100_(india).png,Which country does this flag belong to?,"Bolivia, Plurinational State of",Lesotho,Panama,India,India,D
Set_34,101,intermediate,intermediate34,korea,"Korea, Republic of",Set_34_101_(korea).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_34_101_(korea).png,Which country does this flag belong to?,"Korea, Republic of",Cocos Islands,Singapore,American Samoa,"Korea, Republic of",A
Set_34,102,high,high34,guam,Guam,Set_34_102_(guam).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_34_102_(guam).png,Which country does this flag belong to?,Indonesia,"Bolivia, Plurinational State of",Sudan,Guam,Guam,D
Set_35,103,beginner,beginner35,indonesia,Indonesia,Set_35_103_(indonesia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_35_103_(indonesia).png,Which country does this flag belong to?,Angola,Indonesia,Saudi Arabia,Puerto Rico,Indonesia,B
Set_35,104,intermediate,intermediate35,kosovo,Kosovo,Set_35_104_(kosovo).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_35_104_(kosovo).png,Which country does this flag belong to?,Wallis and Futuna Islands,Kosovo,Benin,Comoros,Kosovo,B
Set_35,105,high,high35,guernsey,Guernsey,Set_35_105_(guernsey).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_35_105_(guernsey).png,Which country does this flag belong to?,Guernsey,Bouvet Island,Botswana,Sint Maarten,Guernsey,A
Set_36,106,beginner,beginner36,iran_islamic,"Iran, Islamic Republic of",Set_36_106_(iran_islamic).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_36_106_(iran_islamic).png,Which country does this flag belong to?,Ethiopia,Gambia,"Iran, Islamic Republic of",Sint Maarten,"Iran, Islamic Republic of",C
Set_36,107,intermediate,intermediate36,kuwait,Kuwait,Set_36_107_(kuwait).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_36_107_(kuwait).png,Which country does this flag belong to?,Macao,Vanuatu,Kuwait,Côte d'Ivoire,Kuwait,C
Set_36,108,high,high36,guinea,Guinea,Set_36_108_(guinea).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_36_108_(guinea).png,Which country does this flag belong to?,Guinea,Egypt,US Minor Outlying Islands,Europe,Guinea,A
Set_37,109,beginner,beginner37,ireland,Ireland,Set_37_109_(ireland).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_37_109_(ireland).png,Which country does this flag belong to?,Turkmenistan,Samoa,Cameroon,Ireland,Ireland,D
Set_37,110,intermediate,intermediate37,kyrgyzstan,Kyrgyzstan,Set_37_110_(kyrgyzstan).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_37_110_(kyrgyzstan).png,Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Kenya,Kyrgyzstan,Malta,Kyrgyzstan,C
Set_37,111,high,high37,heard_island_and_mcdonald_islands,Heard Island and McDonald Islands,Set_37_111_(heard_island_and_mcdonald_islands).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_37_111_(heard_island_and_mcdonald_islands).png,Which country does this flag belong to?,Antigua and Barbuda,Tokelau,Mayotte,Heard Island and McDonald Islands,Heard Island and McDonald Islands,D
Set_38,112,beginner,beginner38,israel,Israel,Set_38_112_(israel).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_38_112_(israel).png,Which country does this flag belong to?,Cocos Islands,Portugal,Korea Democratic Peoples,Israel,Israel,D
Set_38,113,intermediate,intermediate38,laos,Laos,Set_38_113_(laos).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_38_113_(laos).png,Which country does this flag belong to?,Belarus,Laos,Burundi,"Tanzania, United Republic of",Laos,B
Set_38,114,high,high38,holy_see,Holy See,Set_38_114_(holy_see).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_38_114_(holy_see).png,Which country does this flag belong to?,Holy See,Belarus,Uruguay,Croatia,Holy See,A
Set_39,115,beginner,beginner39,italy,Italy,Set_39_115_(italy).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_39_115_(italy).png,Which country does this flag belong to?,Sweden,Macao,Rwanda,Italy,Italy,D
Set_39,116,intermediate,intermediate39,liechtenstein,Liechtenstein,Set_39_116_(liechtenstein).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_39_116_(liechtenstein).png,Which country does this flag belong to?,Liechtenstein,Lesotho,Haiti,Burundi,Liechtenstein,A
Set_39,117,high,high39,hong_kong,Hong Kong,Set_39_117_(hong_kong).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_39_117_(hong_kong).png,Which country does this flag belong to?,Aruba,Hong Kong,Myanmar,Lithuania,Hong Kong,B
Set_40,118,beginner,beginner40,jamaica,Jamaica,Set_40_118_(jamaica).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_40_118_(jamaica).png,Which country does this flag belong to?,Caribbean Netherlands,Angola,Zimbabwe,Jamaica,Jamaica,D
Set_40,119,intermediate,intermediate40,macao,Macao,Set_40_119_(macao).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_40_119_(macao).png,Which country does this flag belong to?,Nauru,Australia,Macao,Kiribati,Macao,C
Set_40,120,high,high40,isle_of_man,Isle of Man,Set_40_120_(isle_of_man).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_40_120_(isle_of_man).png,Which country does this flag belong to?,"Korea, Republic of",Isle of Man,Germany,Nauru,Isle of Man,B
Set_41,121,beginner,beginner41,japan,Japan,Set_41_121_(japan).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_41_121_(japan).png,Which country does this flag belong to?,Faroe Islands,Haiti,Solomon Islands,Japan,Japan,D
Set_41,122,intermediate,intermediate41,madagascar,Madagascar,Set_41_122_(madagascar).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_41_122_(madagascar).png,Which country does this flag belong to?,Brunei Darussalam,Isle of Man,Madagascar,Haiti,Madagascar,C
Set_41,123,high,high41,jersey,Jersey,Set_41_123_(jersey).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_41_123_(jersey).png,Which country does this flag belong to?,Ghana,Tonga,Mali,Jersey,Jersey,D
Set_42,124,beginner,beginner42,kenya,Kenya,Set_42_124_(kenya).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_42_124_(kenya).png,Which country does this flag belong to?,Kenya,Northern Mariana Islands,Croatia,Gibraltar,Kenya,A
Set_42,125,intermediate,intermediate42,maldives,Maldives,Set_42_125_(maldives).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_42_125_(maldives).png,Which country does this flag belong to?,Maldives,Uruguay,Central African Republic,Canada,Maldives,A
Set_42,126,high,high42,kingdom_of_eswatini,Kingdom of Eswatini,Set_42_126_(kingdom_of_eswatini).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_42_126_(kingdom_of_eswatini).png,Which country does this flag belong to?,Greenland,Kingdom of Eswatini,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,Kingdom of Eswatini,B
Set_43,127,beginner,beginner43,latvia,Latvia,Set_43_127_(latvia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_43_127_(latvia).png,Which country does this flag belong to?,Russian Federation,Czech Republic,Latvia,Cambodia,Latvia,C
Set_43,128,intermediate,intermediate43,mali,Mali,Set_43_128_(mali).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_43_128_(mali).png,Which country does this flag belong to?,Saint Vincent and the Grenadines,Mali,Cyprus,Guyana,Mali,B
Set_43,129,high,high43,kiribati,Kiribati,Set_43_129_(kiribati).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_43_129_(kiribati).png,Which country does this flag belong to?,United Arab Emirates,Ireland,Kiribati,Luxembourg,Kiribati,C
Set_44,130,beginner,beginner44,lebanon,Lebanon,Set_44_130_(lebanon).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_44_130_(lebanon).png,Which country does this flag belong to?,Benin,Lebanon,Mayotte,Tuvalu,Lebanon,B
Set_44,131,intermediate,intermediate44,martinique,Martinique,Set_44_131_(martinique).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_44_131_(martinique).png,Which country does this flag belong to?,"Saint Helena, Ascension and Tristan da Cunha",Martinique,American Samoa,Germany,Martinique,B
Set_44,132,high,high44,korea_democratic_peoples,Korea Democratic Peoples,Set_44_132_(korea_democratic_peoples).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_44_132_(korea_democratic_peoples).png,Which country does this flag belong to?,Jamaica,Falkland Islands,South Georgia and the South Sandwich Islands,Korea Democratic Peoples,Korea Democratic Peoples,D
Set_45,133,beginner,beginner45,libya,Libya,Set_45_133_(libya).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_45_133_(libya).png,Which country does this flag belong to?,Cook Islands,French Southern Territories,Libya,Slovenia,Libya,C
Set_45,134,intermediate,intermediate45,mauritania,Mauritania,Set_45_134_(mauritania).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_45_134_(mauritania).png,Which country does this flag belong to?,Romania,Kyrgyzstan,Sao Tome and Principe,Mauritania,Mauritania,D
Set_45,135,high,high45,lesotho,Lesotho,Set_45_135_(lesotho).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_45_135_(lesotho).png,Which country does this flag belong to?,Virgin Islands Us,Equatorial Guinea,Lesotho,Liechtenstein,Lesotho,C
Set_46,136,beginner,beginner46,lithuania,Lithuania,Set_46_136_(lithuania).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_46_136_(lithuania).png,Which country does this flag belong to?,Lithuania,Kyrgyzstan,French Southern Territories,England,Lithuania,A
Set_46,137,intermediate,intermediate46,mauritius,Mauritius,Set_46_137_(mauritius).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_46_137_(mauritius).png,Which country does this flag belong to?,Mauritius,Bosnia and Herzegovina,South Sudan,Philippines,Mauritius,A
Set_46,138,high,high46,liberia,Liberia,Set_46_138_(liberia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_46_138_(liberia).png,Which country does this flag belong to?,Liberia,Cameroon,Mexico,Mauritius,Liberia,A
Set_47,139,beginner,beginner47,luxembourg,Luxembourg,Set_47_139_(luxembourg).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_47_139_(luxembourg).png,Which country does this flag belong to?,Morocco,Martinique,Luxembourg,Macao,Luxembourg,C
Set_47,140,intermediate,intermediate47,mayotte,Mayotte,Set_47_140_(mayotte).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_47_140_(mayotte).png,Which country does this flag belong to?,Portugal,Israel,Equatorial Guinea,Mayotte,Mayotte,D
Set_47,141,high,high47,malawi,Malawi,Set_47_141_(malawi).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_47_141_(malawi).png,Which country does this flag belong to?,Marshall Islands,Mozambique,Malawi,Uganda,Malawi,C
Set_48,142,beginner,beginner48,malaysia,Malaysia,Set_48_142_(malaysia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_48_142_(malaysia).png,Which country does this flag belong to?,Malaysia,Oman,Iceland,Spain,Malaysia,A
Set_48,143,intermediate,intermediate48,micronesia,"Micronesia, Federated States of",Set_48_143_(micronesia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_48_143_(micronesia).png,Which country does this flag belong to?,Norfolk Island,"Micronesia, Federated States of",Palau,Holy See,"Micronesia, Federated States of",B
Set_48,144,high,high48,marshall_islands,Marshall Islands,Set_48_144_(marshall_islands).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_48_144_(marshall_islands).png,Which country does this flag belong to?,Marshall Islands,Guernsey,Virgin Islands Us,Papua New Guinea,Marshall Islands,A
Set_49,145,beginner,beginner49,malta,Malta,Set_49_145_(malta).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_49_145_(malta).png,Which country does this flag belong to?,Malta,Saudi Arabia,Kiribati,Niue,Malta,A
Set_49,146,intermediate,intermediate49,moldova,Moldova,Set_49_146_(moldova).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_49_146_(moldova).png,Which country does this flag belong to?,Moldova,Saint Lucia,Switzerland,French Polynesia,Moldova,A
Set_49,147,high,high49,montserrat,Montserrat,Set_49_147_(montserrat).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_49_147_(montserrat).png,Which country does this flag belong to?,El Salvador,Montserrat,Korea Democratic Peoples,San Marino,Montserrat,B
Set_50,148,beginner,beginner50,mexico,Mexico,Set_50_148_(mexico).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_50_148_(mexico).png,Which country does this flag belong to?,French Polynesia,Mexico,Rwanda,Taiwan (Republic of China),Mexico,B
Set_50,149,intermediate,intermediate50,mongolia,Mongolia,Set_50_149_(mongolia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_50_149_(mongolia).png,Which country does this flag belong to?,Indonesia,Mongolia,Sierra Leone,Kosovo,Mongolia,B
Set_50,150,high,high50,nauru,Nauru,Set_50_150_(nauru).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_50_150_(nauru).png,Which country does this flag belong to?,Saint Barthélemy,American Samoa,Nauru,"Congo, the Democratic Republic of the",Nauru,C
Set_51,151,beginner,beginner51,monaco,Monaco,Set_51_151_(monaco).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_51_151_(monaco).png,Which country does this flag belong to?,Monaco,Korea Democratic Peoples,Mozambique,Greenland,Monaco,A
Set_51,152,intermediate,intermediate51,montenegro,Montenegro,Set_51_152_(montenegro).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_51_152_(montenegro).png,Which country does this flag belong to?,Montenegro,Jordan,Singapore,Ireland,Montenegro,A
Set_51,153,high,high51,new_caledonia,New Caledonia,Set_51_153_(new_caledonia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_51_153_(new_caledonia).png,Which country does this flag belong to?,New Caledonia,Georgia,Turks and Caicos Islands,Faroe Islands,New Caledonia,A
Set_52,154,beginner,beginner52,morocco,Morocco,Set_52_154_(morocco).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_52_154_(morocco).png,Which country does this flag belong to?,Niger,Morocco,Mayotte,Singapore,Morocco,B
Set_52,155,intermediate,intermediate52,mozambique,Mozambique,Set_52_155_(mozambique).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_52_155_(mozambique).png,Which country does this flag belong to?,Mozambique,Cook Islands,Iceland,Grenada,Mozambique,A
Set_52,156,high,high52,niue,Niue,Set_52_156_(niue).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_52_156_(niue).png,Which country does this flag belong to?,Gabon,South Sudan,China,Niue,Niue,D
Set_53,157,beginner,beginner53,nepal,Nepal,Set_53_157_(nepal).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_53_157_(nepal).png,Which country does this flag belong to?,French Southern Territories,Nepal,American Samoa,Bosnia and Herzegovina,Nepal,B
Set_53,158,intermediate,intermediate53,myanmar,Myanmar,Set_53_158_(myanmar).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_53_158_(myanmar).png,Which country does this flag belong to?,"Saint Helena, Ascension and Tristan da Cunha",Falkland Islands,Myanmar,Czech Republic,Myanmar,C
Set_53,159,high,high53,norfolk_island,Norfolk Island,Set_53_159_(norfolk_island).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_53_159_(norfolk_island).png,Which country does this flag belong to?,Norfolk Island,Czech Republic,Kosovo,India,Norfolk Island,A
Set_54,160,beginner,beginner54,netherlands,Netherlands,Set_54_160_(netherlands).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_54_160_(netherlands).png,Which country does this flag belong to?,Zimbabwe,Austria,Papua New Guinea,Netherlands,Netherlands,D
Set_54,161,intermediate,intermediate54,namibia,Namibia,Set_54_161_(namibia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_54_161_(namibia).png,Which country does this flag belong to?,Grenada,Namibia,China,Liberia,Namibia,B
Set_54,162,high,high54,northern_ireland,Northern Ireland,Set_54_162_(northern_ireland).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_54_162_(northern_ireland).png,Which country does this flag belong to?,Russian Federation,Northern Ireland,Svalbard and Jan Mayen Islands,Europe,Northern Ireland,B
Set_55,163,beginner,beginner55,new_zealand,New Zealand,Set_55_163_(new_zealand).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_55_163_(new_zealand).png,Which country does this flag belong to?,Oman,New Zealand,Syrian Arab Republic,Russian Federation,New Zealand,B
Set_55,164,intermediate,intermediate55,nicaragua,Nicaragua,Set_55_164_(nicaragua).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_55_164_(nicaragua).png,Which country does this flag belong to?,Russian Federation,Kenya,Dominica,Nicaragua,Nicaragua,D
Set_55,165,high,high55,northern_mariana_islands,Northern Mariana Islands,Set_55_165_(northern_mariana_islands).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_55_165_(northern_mariana_islands).png,Which country does this flag belong to?,Denmark,Ireland,Martinique,Northern Mariana Islands,Northern Mariana Islands,D
Set_56,166,beginner,beginner56,nigeria,Nigeria,Set_56_166_(nigeria).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_56_166_(nigeria).png,Which country does this flag belong to?,Nigeria,Sint Maarten,Slovenia,England,Nigeria,A
Set_56,167,intermediate,intermediate56,niger,Niger,Set_56_167_(niger).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_56_167_(niger).png,Which country does this flag belong to?,Djibouti,Benin,Niger,Panama,Niger,C
Set_56,168,high,high56,palau,Palau,Set_56_168_(palau).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_56_168_(palau).png,Which country does this flag belong to?,"Virgin Islands, British",Nigeria,Virgin Islands Us,Palau,Palau,D
Set_57,169,beginner,beginner57,norway,Norway,Set_57_169_(norway).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_57_169_(norway).png,Which country does this flag belong to?,Tonga,Poland,Norway,Indonesia,Norway,C
Set_57,170,intermediate,intermediate57,north_macedonia,North Macedonia,Set_57_170_(north_macedonia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_57_170_(north_macedonia).png,Which country does this flag belong to?,Sint Maarten,Antigua and Barbuda,North Macedonia,Libya,North Macedonia,C
Set_57,171,high,high57,palestine,Palestine,Set_57_171_(palestine).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_57_171_(palestine).png,Which country does this flag belong to?,Zambia,Christmas Island,"Bolivia, Plurinational State of",Palestine,Palestine,D
Set_58,172,beginner,beginner58,pakistan,Pakistan,Set_58_172_(pakistan).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_58_172_(pakistan).png,Which country does this flag belong to?,Trinidad and Tobago,France,Saint Kitts and Nevis,Pakistan,Pakistan,D
Set_58,173,intermediate,intermediate58,oman,Oman,Set_58_173_(oman).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_58_173_(oman).png,Which country does this flag belong to?,Oman,"Congo, the Democratic Republic of the",Barbados,Bermuda,Oman,A
Set_58,174,high,high58,pitcairn,Pitcairn,Set_58_174_(pitcairn).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_58_174_(pitcairn).png,Which country does this flag belong to?,Bhutan,Pitcairn,South Georgia and the South Sandwich Islands,Saint Barthélemy,Pitcairn,B
Set_59,175,beginner,beginner59,panama,Panama,Set_59_175_(panama).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_59_175_(panama).png,Which country does this flag belong to?,Montserrat,Grenada,Panama,United Arab Emirates,Panama,C
Set_59,176,intermediate,intermediate59,qatar,Qatar,Set_59_176_(qatar).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_59_176_(qatar).png,Which country does this flag belong to?,Chad,Qatar,Ireland,Mozambique,Qatar,B
Set_59,177,high,high59,puerto_rico,Puerto Rico,Set_59_177_(puerto_rico).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_59_177_(puerto_rico).png,Which country does this flag belong to?,Puerto Rico,Slovenia,Aruba,United Kingdom,Puerto Rico,A
Set_60,178,beginner,beginner60,papua_new_guinea,Papua New Guinea,Set_60_178_(papua_new_guinea).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_60_178_(papua_new_guinea).png,Which country does this flag belong to?,Holy See,Papua New Guinea,Anguilla,Spain,Papua New Guinea,B
Set_60,179,intermediate,intermediate60,saint_kitts_and_nevis,Saint Kitts and Nevis,Set_60_179_(saint_kitts_and_nevis).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_60_179_(saint_kitts_and_nevis).png,Which country does this flag belong to?,Slovenia,Jersey,Saint Kitts and Nevis,Albania,Saint Kitts and Nevis,C
Set_60,180,high,high60,republic_of_the_congo,Republic of the Congo,Set_60_180_(republic_of_the_congo).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_60_180_(republic_of_the_congo).png,Which country does this flag belong to?,Republic of the Congo,Slovakia,Togo,Thailand,Republic of the Congo,A
Set_61,181,beginner,beginner61,paraguay,Paraguay,Set_61_181_(paraguay).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_61_181_(paraguay).png,Which country does this flag belong to?,Kingdom of Eswatini,Nigeria,Montserrat,Paraguay,Paraguay,D
Set_61,182,intermediate,intermediate61,saint_lucia,Saint Lucia,Set_61_182_(saint_lucia).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_61_182_(saint_lucia).png,Which country does this flag belong to?,Europe,Tokelau,Saint Lucia,Luxembourg,Saint Lucia,C
Set_61,183,high,high61,republic_of_türkiye,Republic of Türkiye,Set_61_183_(republic_of_türkiye).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_61_183_(republic_of_türkiye).png,Which country does this flag belong to?,Republic of Türkiye,"Micronesia, Federated States of",British Indian Ocean Territory,Kenya,Republic of Türkiye,A
Set_62,184,beginner,beginner62,peru,Peru,Set_62_184_(peru).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_62_184_(peru).png,Which country does this flag belong to?,Sint Maarten,Yemen,Peru,Australia,Peru,C
Set_62,185,intermediate,intermediate62,samoa,Samoa,Set_62_185_(samoa).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_62_185_(samoa).png,Which country does this flag belong to?,Nauru,Tajikistan,Samoa,Christmas Island,Samoa,C
Set_62,186,high,high62,russian_federation,Russian Federation,Set_62_186_(russian_federation).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_62_186_(russian_federation).png,Which country does this flag belong to?,Saint Kitts and Nevis,Russian Federation,China,Gabon,Russian Federation,B
Set_63,187,beginner,beginner63,philippines,Philippines,Set_63_187_(philippines).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_63_187_(philippines).png,Which country does this flag belong to?,"Virgin Islands, British",Philippines,England,India,Philippines,B
Set_63,188,intermediate,intermediate63,san_marino,San Marino,Set_63_188_(san_marino).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_63_188_(san_marino).png,Which country does this flag belong to?,Senegal,San Marino,Zambia,New Zealand,San Marino,B
Set_63,189,high,high63,rwanda,Rwanda,Set_63_189_(rwanda).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_63_189_(rwanda).png,Which country does this flag belong to?,Gibraltar,"Korea, Republic of",Zambia,Rwanda,Rwanda,D
Set_64,190,beginner,beginner64,poland,Poland,Set_64_190_(poland).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_64_190_(poland).png,Which country does this flag belong to?,Cook Islands,Poland,Latvia,Pitcairn,Poland,B
Set_64,191,intermediate,intermediate64,senegal,Senegal,Set_64_191_(senegal).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_64_191_(senegal).png,Which country does this flag belong to?,Senegal,Philippines,Marshall Islands,Norfolk Island,Senegal,A
Set_64,192,high,high64,réunion,Réunion,Set_64_192_(réunion).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_64_192_(réunion).png,Which country does this flag belong to?,Central African Republic,Libya,French Guiana,Réunion,Réunion,D
Set_65,193,beginner,beginner65,portugal,Portugal,Set_65_193_(portugal).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_65_193_(portugal).png,Which country does this flag belong to?,Armenia,Tunisia,Guyana,Portugal,Portugal,D
Set_65,194,intermediate,intermediate65,seychelles,Seychelles,Set_65_194_(seychelles).png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_65_194_(seychelles).png,Which country does this flag belong to?,Seychelles,Albania,Northern Ireland,Mauritania,Seychelles,A
